0.000500	1.845520	606527.033210	
0.000500	2.019670	702440.408570	
0.000500	2.064230	713928.694560	
0.000500	2.064240	713954.367900	
0.000500	2.064170	713919.297050	
0.000500	2.064230	713971.356900	
0.000500	2.064220	713982.456110	
0.000500	2.064200	713989.865130	
0.000500	2.064190	713994.769680	
0.000500	2.064190	713998.077090	
0.000500	2.064180	714000.366000	
0.000500	2.064180	714001.793710	
0.000500	2.063820	714005.142870	
0.000500	2.064170	714002.996060	
0.000500	2.064170	714004.116820	
0.000500	2.064170	714004.581020	
0.000500	2.064170	714004.487010	
0.000500	2.064170	714004.486860	
0.000500	2.064170	714004.487390	
0.000500	2.064170	714004.486840	
0.000500	2.064170	714004.486900	
0.000500	2.064170	714004.488140	
0.000500	2.064170	714004.487000	
0.000500	2.064170	714004.487050	
0.000500	2.064170	714004.487060	
0.000500	2.064170	714004.487050	
0.000500	2.064170	714004.487020	
0.000500	2.064170	714004.487020	
0.000500	2.064170	714004.486970	
0.000500	2.064170	714004.487010	
0.000500	2.064170	714004.487020	
0.000500	2.064170	714004.487030	
0.000500	2.064170	714004.486970	
0.000500	2.064170	714004.486980	
0.000500	2.064170	714004.487030	
0.000500	2.064170	714004.487040	
0.000500	2.064170	714004.487040	
0.000500	2.064170	714004.487010	
0.000500	2.064170	714004.486990	
0.000500	2.064170	714004.487000	
0.000500	2.064170	714004.487020	
0.000500	2.064170	714004.486950	
0.000500	2.064170	714004.486930	
0.000500	2.064170	714004.486940	
0.000500	2.064170	714004.486960	
0.000500	2.064170	714004.487040	
0.000500	2.064170	714004.489600	
0.000500	2.064170	714004.492240	
0.000500	2.064170	714004.496620	
0.000500	2.064170	714004.502470	
0.000500	2.064170	714004.510870	
0.000500	2.064170	714004.530550	
0.000500	2.064170	714004.572190	
0.000500	2.064170	714004.630390	
0.000500	2.062450	714451.092420	
0.000500	2.059250	715708.614420	
0.000500	2.054970	717996.873870	
0.000500	2.048180	718696.474910	
0.001500	1.958620	669613.887410	
0.001500	2.046570	720860.653420	
0.001500	2.033920	715673.733510	
0.001500	2.051040	718334.642830	
0.001500	2.061480	713513.461820	
0.001500	2.061490	713516.019400	
0.001500	2.061490	713523.118270	
0.001500	2.061490	713521.130520	
0.001500	2.061490	713518.702140	
0.001500	2.061480	713525.140590	
0.001500	2.061480	713527.188250	
0.001500	2.061470	713529.105930	
0.001500	2.061470	713529.991800	
0.001500	2.061470	713530.213700	
0.001500	2.061470	713530.227660	
0.001500	2.061470	713530.222400	
0.001500	2.061470	713530.186390	
0.001500	2.061470	713530.186340	
0.001500	2.061470	713530.186620	
0.001500	2.061470	713530.186640	
0.001500	2.061470	713530.186490	
0.001500	2.061470	713530.186540	
0.001500	2.061470	713530.186560	
0.001500	2.061470	713530.186570	
0.001500	2.061470	713530.186570	
0.001500	2.061470	713530.186590	
0.001500	2.061470	713530.186580	
0.001500	2.061470	713530.186580	
0.001500	2.061470	713530.186640	
0.001500	2.061470	713530.186640	
0.001500	2.061470	713530.186600	
0.001500	2.061470	713530.186600	
0.001500	2.061470	713530.186560	
0.001500	2.061470	713530.186610	
0.001500	2.061470	713530.186640	
0.001500	2.061470	713530.186630	
0.001500	2.061470	713530.186620	
0.001500	2.061470	713530.186630	
0.001500	2.061470	713530.186600	
0.001500	2.061470	713530.186590	
0.001500	2.061470	713530.186680	
0.001500	2.061470	713530.187480	
0.001500	2.061470	713530.188380	
0.001500	2.061470	713530.189620	
0.001500	2.061470	713530.191600	
0.001500	2.061470	713530.214510	
0.001500	2.061470	713530.194450	
0.001500	2.061470	713530.198230	
0.001500	2.061470	713530.207860	
0.001500	2.061470	713530.202620	
0.001500	2.061460	713510.720740	
0.001500	2.061400	713506.345720	
0.001500	2.061300	713497.989700	
0.001500	2.061130	713485.521690	
0.001500	2.060730	713569.276940	
0.001500	2.055980	715526.944260	
0.001500	2.059370	714054.044040	
0.002530	2.040710	720617.129760	
0.002530	2.044710	720827.093740	
0.002530	2.048660	717852.458120	
0.002530	2.059240	713162.691360	
0.002530	2.059240	713162.999080	
0.002530	2.059240	713163.041870	
0.002530	2.059240	713163.057660	
0.002530	2.059240	713163.063770	
0.002530	2.059240	713163.067520	
0.002530	2.059240	713163.067500	
0.002530	2.059240	713163.065970	
0.002530	2.059240	713163.063240	
0.002530	2.059240	713163.049000	
0.002530	2.059240	713163.048990	
0.002530	2.059240	713163.049000	
0.002530	2.059240	713163.048980	
0.002530	2.059240	713163.049260	
0.002530	2.059240	713163.049040	
0.002530	2.059240	713163.049100	
0.002530	2.059240	713163.049020	
0.002530	2.059240	713163.049000	
0.002530	2.059240	713163.049000	
0.002530	2.059240	713163.049010	
0.002530	2.059240	713163.048960	
0.002530	2.059240	713163.049010	
0.002530	2.059240	713163.048950	
0.002530	2.059240	713163.049000	
0.002530	2.059240	713163.049000	
0.002530	2.059240	713163.049060	
0.002530	2.059240	713163.049000	
0.002530	2.059240	713163.048900	
0.002530	2.059240	713163.048920	
0.002530	2.059240	713163.048930	
0.002530	2.059240	713163.048910	
0.002530	2.059240	713163.049820	
0.002530	2.059240	713163.060660	
0.002530	2.059240	713163.051370	
0.002530	2.059240	713163.058480	
0.002530	2.059240	713163.053830	
0.002530	2.059240	713163.056300	
0.002530	2.059240	713162.111030	
0.002530	2.059240	713160.810960	
0.002530	2.059240	713159.856670	
0.002530	2.059230	713160.135040	
0.002530	2.059210	713161.854830	
0.002530	2.059190	713164.712840	
0.002530	2.059150	713171.018190	
0.002530	2.059070	713182.188340	
0.002530	2.058940	713200.499680	
0.002530	2.058400	713284.098810	
0.002530	2.058730	713230.466820	
0.002530	2.057930	713354.185040	
0.002530	2.053350	715259.061250	
0.002530	2.057330	713452.897490	
0.002530	2.056180	713912.381030	
0.002530	2.017610	705764.148030	
0.002530	1.511290	442249.735990	
0.002530	1.878480	622078.927130	
0.003600	2.057120	712809.068260	
0.003600	2.057120	712809.068360	
0.003600	2.057120	712809.068330	
0.003600	2.057120	712809.068340	
0.003600	2.057120	712809.049460	
0.003600	2.057120	712808.990060	
0.003600	2.057120	712809.063660	
0.003600	2.036520	717746.124670	
0.003600	2.057120	712809.067220	
0.003600	2.057120	712809.068370	
0.003600	2.057120	712809.068380	
0.003600	2.057120	712809.068350	
0.003600	2.057120	712809.068380	
0.003600	2.057120	712809.068300	
0.003600	2.043050	719883.850270	
0.003600	2.057120	712809.068250	
0.003600	2.057120	712809.068290	
0.003600	2.057120	712809.068280	
0.003600	2.057120	712809.068320	
0.003600	2.057120	712809.068360	
0.003600	2.057120	712809.068370	
0.003600	2.057120	712808.955810	
0.003600	2.057120	712809.068350	
