1.095808e+00,-4.123969e+00,4.890446e+00
-5.197346e+00,-6.117785e+00,-4.997753e+00
-5.752070e+00,-1.930326e+00,2.432662e+00
1.356799e+00,6.212458e+00,-1.558569e+00
-4.358737e+00,1.111550e+01,-7.010354e+00
-1.073103e+00,-9.301934e+00,1.518654e+00
3.450974e+00,-4.013639e+00,3.287493e+00
-8.251157e+00,5.487459e+00,1.726338e+00
4.489040e+00,-4.254811e+00,6.169221e-01
-2.718718e-01,1.341695e+00,2.916575e+00
-3.620331e+00,3.508298e+00,-3.185832e+00
-6.369110e+00,9.112155e-01,8.425258e+00
3.774247e+00,-1.990899e+00,2.872097e+00
5.761849e+00,-2.679892e+00,-3.100956e+00
5.843734e-01,-8.178635e+00,3.841021e+00
-2.782462e+00,-1.975543e-01,-2.205481e+00
-5.347461e+00,7.709479e+00,-1.288545e+00
-9.301272e+00,6.256421e-01,1.039010e+00
1.511973e+00,-4.731685e+00,4.027455e+00
3.031328e+00,6.433250e+00,1.000677e+01
-5.287812e-01,-7.993298e+00,6.419755e+00
-3.781965e-01,2.700307e+00,-6.267565e+00
3.627801e+00,1.400422e+00,6.574580e+00
-1.712891e+00,-3.846147e+00,-1.759117e+00
1.759004e+00,6.251202e-01,2.778116e+00
-3.748149e+00,9.661529e+00,1.248544e+01
1.568342e+00,6.947420e+00,-4.213412e+00
-4.772401e+00,4.082492e+00,-3.570004e+00
-6.446140e+00,-1.896857e+00,8.492874e-01
-1.380208e-01,2.024230e+00,-8.593988e+00
-1.113683e+00,8.401153e+00,1.202239e-01
1.172102e+01,1.791907e+00,-4.383162e-01
4.191343e+00,7.005733e-01,2.693215e-01
-5.926241e+00,-4.752485e+00,3.968400e+00
-5.027081e+00,4.499264e+00,2.767874e+00
-4.683898e+00,-8.289394e-01,2.856008e+00
7.135210e-01,-7.113208e+00,-4.703842e+00
3.833013e+00,-1.163626e+01,-9.482886e+00
-4.950800e+00,-2.058650e+01,1.203456e+01
-7.935438e+00,-1.574085e+00,4.760604e+00
4.221087e+00,-1.303483e+00,-4.636887e+00
7.598273e+00,5.034384e-01,9.709251e-01
6.660572e+00,-1.706417e+00,-1.311131e+00
8.585569e+00,1.800562e+00,-9.880705e-01
-4.225094e+00,3.532318e+00,3.877414e+00
-4.134622e+00,-4.952384e-01,6.521343e+00
-2.048908e+00,4.989110e+00,-6.642780e+00
3.937804e+00,-1.391894e+01,2.214410e+00
2.468019e+00,-2.145360e+00,-6.678213e+00
-4.172210e+00,-3.183437e-01,2.425380e+00
-1.998857e+00,6.689321e+00,-7.151233e+00
9.724435e+00,2.236227e+00,5.797267e-01
-3.458796e+00,1.763809e+00,-4.912977e+00
-3.188465e+00,-3.402734e+00,-9.429018e+00
4.274596e+00,-1.058678e+01,-3.513449e+00
-9.772184e+00,-1.437541e+01,-2.387357e+00
3.497710e+00,4.462100e+00,1.039953e+01
2.944668e+00,-1.014989e+01,1.331118e+00
8.021283e+00,1.049467e+01,3.062162e+00
-3.700804e+00,3.080226e+00,-5.260936e+00
-1.440652e+00,-7.787305e+00,4.483913e+00
-1.719828e+01,7.369708e+00,-3.449858e-01
-5.727039e+00,-6.574537e+00,5.509028e+00
5.529944e+00,-1.535973e+01,1.180750e+01
3.730579e+00,-9.442753e+00,-3.054665e+00
8.239871e+00,7.433908e+00,-3.466172e+00
3.665855e-01,-9.984008e-01,7.900418e+00
-5.096250e+00,-9.443107e+00,-9.771308e+00
6.670847e+00,-6.201653e+00,-2.485414e+00
5.993614e+00,2.789700e-01,-8.966108e+00
-2.408697e+00,7.261190e+00,1.128220e+00
9.038440e+00,1.305830e+01,-2.028938e+00
1.538717e+01,-5.738374e+00,-4.772911e-01
1.106128e+01,3.431187e+00,4.833372e+00
6.964621e+00,4.427022e+00,3.783836e+00
8.921906e+00,1.061013e+00,-9.924585e-01
3.260988e+00,8.330854e+00,-5.573266e+00
4.915502e+00,2.319227e+00,2.715458e+00
-4.193425e+00,-4.063485e+00,-1.046109e+01
1.671410e+00,1.367946e+01,-3.409041e+00
-1.396507e+01,-1.176189e+00,-2.299430e+00
1.187084e+00,-3.897961e+00,3.924055e-01
-6.620981e+00,-2.339197e-01,9.998502e+00
-3.605620e+00,6.755828e-01,-3.258993e+00
7.778639e+01,-7.141791e-01,4.341889e-01
1.174285e+01,2.840949e+00,2.389045e-01
-5.657401e+00,1.673649e+01,-8.937767e+00
-6.760849e+01,4.611238e-01,-3.127552e-01
1.828543e+00,-7.042017e+00,5.543036e-01
4.758924e+00,7.742203e+00,8.410054e+00
6.988800e-01,1.336943e+00,-7.835575e+00
-6.312984e+00,-3.112490e+00,1.839031e+00
-2.812500e+00,-7.040654e+00,8.659769e-01
1.378162e+00,-3.555503e+00,-4.076978e+00
9.958321e-01,1.874719e+00,6.504199e+00
4.074777e+00,4.456387e-01,2.895455e+00
-1.815065e+00,4.691998e+00,-3.845213e+00
4.219824e+00,1.058747e+00,2.560953e+00
-1.456270e+00,2.059844e+00,3.633069e+00
-3.520436e+00,8.157248e+00,-2.620006e+00
